Assessment,Trial,Cycle,Location,Statistic,Value
GY,SRPN,2006,Dakota Lakes,Mean,1868
GY,SRPN,2006,Dakota Lakes,CV,33.7
GY,SRPN,2006,Dakota Lakes,LSD(0.05),1258
GY,SRPN,2006,Dakota Lakes,Replications,2
GY,SRPN,2006,Winner,Mean,2110
GY,SRPN,2006,Winner,CV,14.6
GY,SRPN,2006,Winner,LSD(0.05),617
GY,SRPN,2006,Winner,Replications,2
GY,SRPN,2006,Crawfordsville,Mean,7767
GY,SRPN,2006,Crawfordsville,CV,5.6
GY,SRPN,2006,Crawfordsville,LSD(0.05),871
GY,SRPN,2006,Crawfordsville,Replications,2
GY,SRPN,2006,Columbia,Mean,3220
GY,SRPN,2006,Columbia,CV,7.9
GY,SRPN,2006,Columbia,LSD(0.05),418
GY,SRPN,2006,Columbia,Replications,3
GY,SRPN,2006,Lafayette,Mean,4834
GY,SRPN,2006,Lafayette,CV,NA
GY,SRPN,2006,Lafayette,LSD(0.05),NA
GY,SRPN,2006,Lafayette,Replications,1
GY,SRPN,2006,Bozeman,Mean,5088
GY,SRPN,2006,Bozeman,CV,NA
GY,SRPN,2006,Bozeman,LSD(0.05),NA
GY,SRPN,2006,Bozeman,Replications,1
GY,NRPN,2007,Palmer,Mean,2637
GY,NRPN,2007,Palmer,CV,10.3
GY,NRPN,2007,Palmer,LSD(0.05),458
GY,NRPN,2007,Palmer,Replications,3
GY,NRPN,2007,Goodland,Mean,3320
GY,NRPN,2007,Goodland,CV,23.2
GY,NRPN,2007,Goodland,LSD(0.05),1269
GY,NRPN,2007,Goodland,Replications,3
GY,NRPN,2007,Lincoln,Mean,4217
GY,NRPN,2007,Lincoln,CV,20.4
GY,NRPN,2007,Lincoln,LSD(0.05),1405
GY,NRPN,2007,Lincoln,Replications,3
GY,NRPN,2007,North Platte,Mean,4767
GY,NRPN,2007,North Platte,CV,9.2
GY,NRPN,2007,North Platte,LSD(0.05),713
GY,NRPN,2007,North Platte,Replications,3
GY,NRPN,2007,Alliance,Mean,3647
GY,NRPN,2007,Alliance,CV,9.8
GY,NRPN,2007,Alliance,LSD(0.05),586
GY,NRPN,2007,Alliance,Replications,3
GY,NRPN,2007,Sidney,Mean,4273
GY,NRPN,2007,Sidney,CV,14.4
GY,NRPN,2007,Sidney,LSD(0.05),1008
GY,NRPN,2007,Sidney,Replications,3
GY,NRPN,2007,Brookings,Mean,3477
GY,NRPN,2007,Brookings,CV,10.0
GY,NRPN,2007,Brookings,LSD(0.05),563
GY,NRPN,2007,Brookings,Replications,3
GY,NRPN,2007,Winner,Mean,3313
GY,NRPN,2007,Winner,CV,12.6
GY,NRPN,2007,Winner,LSD(0.05),539
GY,NRPN,2007,Winner,Replications,3
GY,NRPN,2007,Dakota Lakes,Mean,2610
GY,NRPN,2007,Dakota Lakes,CV,5.9
GY,NRPN,2007,Dakota Lakes,LSD(0.05),321
GY,NRPN,2007,Dakota Lakes,Replications,3
GY,NRPN,2007,Ames,Mean,2528
GY,NRPN,2007,Ames,CV,13.8
GY,NRPN,2007,Ames,LSD(0.05),700
GY,NRPN,2007,Ames,Replications,2
GY,NRPN,2007,Rosemount,Mean,3785
GY,NRPN,2007,Rosemount,CV,16.8
GY,NRPN,2007,Rosemount,LSD(0.05),1040
GY,NRPN,2007,Rosemount,Replications,3
GY,NRPN,2007,Williston,Mean,4541
GY,NRPN,2007,Williston,CV,5.4
GY,NRPN,2007,Williston,LSD(0.05),355
GY,NRPN,2007,Williston,Replications,4
GY,NRPN,2007,Hettinger,Mean,4093
GY,NRPN,2007,Hettinger,CV,2.6
GY,NRPN,2007,Hettinger,LSD(0.05),174
GY,NRPN,2007,Hettinger,Replications,3
GY,NRPN,2007,Prosper,Mean,3730
GY,NRPN,2007,Prosper,CV,10.6
GY,NRPN,2007,Prosper,LSD(0.05),649
GY,NRPN,2007,Prosper,Replications,3
GY,NRPN,2007,Moccasin,Mean,5052
GY,NRPN,2007,Moccasin,CV,7.6
GY,NRPN,2007,Moccasin,LSD(0.05),626
GY,NRPN,2007,Moccasin,Replications,3
GY,NRPN,2007,Bozeman,Mean,7302
GY,NRPN,2007,Bozeman,CV,6.6
GY,NRPN,2007,Bozeman,LSD(0.05),790.0
GY,NRPN,2007,Bozeman,Replications,3
GY,NRPN,2007,Pine Bluff,Mean,1342
GY,NRPN,2007,Pine Bluff,CV,31.1
GY,NRPN,2007,Pine Bluff,LSD(0.05),680
GY,NRPN,2007,Pine Bluff,Replications,3
GY,NRPN,2007,Pullman,Mean,4301
GY,NRPN,2007,Pullman,CV,9.2
GY,NRPN,2007,Pullman,LSD(0.05),644
GY,NRPN,2007,Pullman,Replications,3
GY,NRPN,2007,Lethbridge,Mean,5660
GY,NRPN,2007,Lethbridge,CV,10.1
GY,NRPN,2007,Lethbridge,LSD(0.05),928
GY,NRPN,2007,Lethbridge,Replications,3
GY,SRPN,2007,Prosper,Mean,4206
GY,SRPN,2007,Prosper,CV,10.5
GY,SRPN,2007,Prosper,LSD(0.05),724
GY,SRPN,2007,Prosper,Replications,3
GY,SRPN,2007,Bushland (Dry),Mean,3159
GY,SRPN,2007,Bushland (Dry),CV,7.8
GY,SRPN,2007,Bushland (Dry),LSD(0.05),403
GY,SRPN,2007,Bushland (Dry),Replications,3
GY,SRPN,2007,Bushland (Irr),Mean,5601
GY,SRPN,2007,Bushland (Irr),CV,6.3
GY,SRPN,2007,Bushland (Irr),LSD(0.05),581
GY,SRPN,2007,Bushland (Irr),Replications,3
GY,SRPN,2007,Chillicothe,Mean,3489
GY,SRPN,2007,Chillicothe,CV,10.5
GY,SRPN,2007,Chillicothe,LSD(0.05),596
GY,SRPN,2007,Chillicothe,Replications,3
GY,SRPN,2007,Clovis (Dry),Mean,4570
GY,SRPN,2007,Clovis (Dry),CV,7.9
GY,SRPN,2007,Clovis (Dry),LSD(0.05),592
GY,SRPN,2007,Clovis (Dry),Replications,3
GY,SRPN,2007,Clovis (Irr),Mean,5842
GY,SRPN,2007,Clovis (Irr),CV,12.1
GY,SRPN,2007,Clovis (Irr),LSD(0.05),1147
GY,SRPN,2007,Clovis (Irr),Replications,3
GY,SRPN,2007,Farmington (Irr),Mean,6399
GY,SRPN,2007,Farmington (Irr),CV,12.6
GY,SRPN,2007,Farmington (Irr),LSD(0.05),1139
GY,SRPN,2007,Farmington (Irr),Replications,4
GY,SRPN,2007,Goodwell (Irr),Mean,6235
GY,SRPN,2007,Goodwell (Irr),CV,11.4
GY,SRPN,2007,Goodwell (Irr),LSD(0.05),1164
GY,SRPN,2007,Goodwell (Irr),Replications,3
GY,SRPN,2007,Hobbart,Mean,2320
GY,SRPN,2007,Hobbart,CV,11.9
GY,SRPN,2007,Hobbart,LSD(0.05),449
GY,SRPN,2007,Hobbart,Replications,3
GY,SRPN,2007,Colby,Mean,5318
GY,SRPN,2007,Colby,CV,6.9
GY,SRPN,2007,Colby,Replications,597
GY,SRPN,2007,Colby,LSD(0.05),3
GY,SRPN,2007,Garden City,Mean,3362
GY,SRPN,2007,Garden City,CV,11.2
GY,SRPN,2007,Garden City,Replications,615
GY,SRPN,2007,Garden City,LSD(0.05),3
GY,SRPN,2007,Fort Collins (Irr),Mean,5763
GY,SRPN,2007,Fort Collins (Irr),CV,11.3
GY,SRPN,2007,Fort Collins (Irr),Replications,1061
GY,SRPN,2007,Fort Collins (Irr),LSD(0.05),3
GY,SRPN,2007,Walsh,Mean,2920
GY,SRPN,2007,Walsh,CV,13.9
GY,SRPN,2007,Walsh,Replications,664
GY,SRPN,2007,Walsh,LSD(0.05),3
GY,SRPN,2007,Akron,Mean,2954
GY,SRPN,2007,Akron,CV,26.8
GY,SRPN,2007,Akron,Replications,1293
GY,SRPN,2007,Akron,LSD(0.05),3
GY,SRPN,2007,Julesburg,Mean,3259
GY,SRPN,2007,Julesburg,CV,28.4
GY,SRPN,2007,Julesburg,Replications,1510
GY,SRPN,2007,Julesburg,LSD(0.05),3
GY,SRPN,2007,Burlington,Mean,2009
GY,SRPN,2007,Burlington,CV,19.5
GY,SRPN,2007,Burlington,Replications,643
GY,SRPN,2007,Burlington,LSD(0.05),3
GY,SRPN,2007,Lincoln,Mean,4207
GY,SRPN,2007,Lincoln,CV,20.5
GY,SRPN,2007,Lincoln,Replications,1411
GY,SRPN,2007,Lincoln,LSD(0.05),3
GY,SRPN,2007,Clay Center,Mean,2483
GY,SRPN,2007,Clay Center,CV,18.0
GY,SRPN,2007,Clay Center,Replications,729
GY,SRPN,2007,Clay Center,LSD(0.05),3
GY,SRPN,2007,North Platte,Mean,5214
GY,SRPN,2007,North Platte,CV,10.3
GY,SRPN,2007,North Platte,Replications,876
GY,SRPN,2007,North Platte,LSD(0.05),3
GY,SRPN,2007,Sidney,Mean,4424
GY,SRPN,2007,Sidney,CV,15.7
GY,SRPN,2007,Sidney,Replications,ns
GY,SRPN,2007,Sidney,LSD(0.05),3
GY,SRPN,2007,Alliance,Mean,3901
GY,SRPN,2007,Alliance,CV,7.6
GY,SRPN,2007,Alliance,Replications,487
GY,SRPN,2007,Alliance,LSD(0.05),3
GY,SRPN,2007,Brookings,Mean,3433
GY,SRPN,2007,Brookings,CV,11.9
GY,SRPN,2007,Brookings,Replications,816
GY,SRPN,2007,Brookings,LSD(0.05),2
GY,SRPN,2007,Dakota Lakes,Mean,3414
GY,SRPN,2007,Dakota Lakes,CV,10.7
GY,SRPN,2007,Dakota Lakes,Replications,732
GY,SRPN,2007,Dakota Lakes,LSD(0.05),2
GY,SRPN,2007,Winner,Mean,2342
GY,SRPN,2007,Winner,CV,20.2
GY,SRPN,2007,Winner,LSD(0.05),946
GY,SRPN,2007,Winner,Replications,2
GY,SRPN,2007,Crawfordsville,Mean,3075
GY,SRPN,2007,Crawfordsville,CV,13.5
GY,SRPN,2007,Crawfordsville,LSD(0.05),832
GY,SRPN,2007,Crawfordsville,Replications,2
GY,SRPN,2007,Pine Bluff,Mean,2007
GY,SRPN,2007,Pine Bluff,CV,11.4
GY,SRPN,2007,Pine Bluff,LSD(0.05),NA
GY,SRPN,2007,Pine Bluff,Replications,3
GY,SRPN,2007,Columbia,Mean,1423
GY,SRPN,2007,Columbia,CV,17.2
GY,SRPN,2007,Columbia,LSD(0.05),401
GY,SRPN,2007,Columbia,Replications,3
GY,NRPN,2008,Palmer,Mean,3758
GY,NRPN,2008,Palmer,CV,7.8
GY,NRPN,2008,Palmer,LSD(0.05),483
GY,NRPN,2008,Palmer,MSE,87655.94
GY,NRPN,2008,Palmer,Replications,3
GY,NRPN,2008,Goodland,Mean,2228
GY,NRPN,2008,Goodland,CV,21.3
GY,NRPN,2008,Goodland,LSD(0.05),776
GY,NRPN,2008,Goodland,MSE,225606.67
GY,NRPN,2008,Goodland,Replications,3
GY,NRPN,2008,Lincoln,Mean,4044
GY,NRPN,2008,Lincoln,CV,13.1
GY,NRPN,2008,Lincoln,LSD(0.05),870
GY,NRPN,2008,Lincoln,MSE,283557.5
GY,NRPN,2008,Lincoln,Replications,3
GY,NRPN,2008,North Platte,Mean,5566
GY,NRPN,2008,North Platte,CV,9.5
GY,NRPN,2008,North Platte,LSD(0.05),866
GY,NRPN,2008,North Platte,MSE,280940.38
GY,NRPN,2008,North Platte,Replications,3
GY,NRPN,2008,Alliance,Mean,3406
GY,NRPN,2008,Alliance,CV,11.1
GY,NRPN,2008,Alliance,LSD(0.05),620
GY,NRPN,2008,Alliance,MSE,144003.99
GY,NRPN,2008,Alliance,Replications,3
GY,NRPN,2008,Sidney,Mean,4362
GY,NRPN,2008,Sidney,CV,13.1
GY,NRPN,2008,Sidney,LSD(0.05),930
GY,NRPN,2008,Sidney,MSE,324348.34
GY,NRPN,2008,Sidney,Replications,3
GY,NRPN,2008,Brookings,Mean,5097
GY,NRPN,2008,Brookings,CV,4.9
GY,NRPN,2008,Brookings,LSD(0.05),408
GY,NRPN,2008,Brookings,MSE,62280.71
GY,NRPN,2008,Brookings,Replications,3
GY,NRPN,2008,Winner,Mean,4681
GY,NRPN,2008,Winner,CV,17.7
GY,NRPN,2008,Winner,LSD(0.05),1355
GY,NRPN,2008,Winner,MSE,688037.87
GY,NRPN,2008,Winner,Replications,3
GY,NRPN,2008,Dakota Lakes,Mean,4044
GY,NRPN,2008,Dakota Lakes,CV,10.4
GY,NRPN,2008,Dakota Lakes,LSD(0.05),546
GY,NRPN,2008,Dakota Lakes,MSE,111829.09
GY,NRPN,2008,Dakota Lakes,Replications,3
GY,NRPN,2008,St. Paul,Mean,5256
GY,NRPN,2008,St. Paul,CV,10.6
GY,NRPN,2008,St. Paul,LSD(0.05),898
GY,NRPN,2008,St. Paul,MSE,302430.99
GY,NRPN,2008,St. Paul,Replications,3
GY,NRPN,2008,Hettinger,Mean,2759
GY,NRPN,2008,Hettinger,CV,14.3
GY,NRPN,2008,Hettinger,LSD(0.05),645
GY,NRPN,2008,Hettinger,MSE,155976.15
GY,NRPN,2008,Hettinger,Replications,3
GY,NRPN,2008,Prosper,Mean,5307
GY,NRPN,2008,Prosper,CV,11.7
GY,NRPN,2008,Prosper,LSD(0.05),875
GY,NRPN,2008,Prosper,MSE,383199.92
GY,NRPN,2008,Prosper,Replications,4
GY,NRPN,2008,Moccasin,Mean,2824
GY,NRPN,2008,Moccasin,CV,10.7
GY,NRPN,2008,Moccasin,LSD(0.05),495
GY,NRPN,2008,Moccasin,MSE,91896.79
GY,NRPN,2008,Moccasin,Replications,3
GY,NRPN,2008,Pine Bluff,Mean,2138
GY,NRPN,2008,Pine Bluff,CV,14.4
GY,NRPN,2008,Pine Bluff,LSD(0.05),507
GY,NRPN,2008,Pine Bluff,MSE,96237.08
GY,NRPN,2008,Pine Bluff,Replications,3
GY,NRPN,2008,Lethbridge,Mean,7324
GY,NRPN,2008,Lethbridge,CV,10.0
GY,NRPN,2008,Lethbridge,LSD(0.05),1190
GY,NRPN,2008,Lethbridge,MSE,531418.5
GY,NRPN,2008,Lethbridge,Replications,3
GY,SRPN,2008,Prosper,Mean,3469.6
GY,SRPN,2008,Prosper,CV,10.2
GY,SRPN,2008,Prosper,LSD(0.05),578
GY,SRPN,2008,Prosper,Replications,3
GY,SRPN,2008,Bushland (Dry),Mean,737.2
GY,SRPN,2008,Bushland (Dry),CV,20.8
GY,SRPN,2008,Bushland (Dry),LSD(0.05),251
GY,SRPN,2008,Bushland (Dry),Replications,3
GY,SRPN,2008,Bushland (Irr),Mean,1429.0
GY,SRPN,2008,Bushland (Irr),CV,21.3
GY,SRPN,2008,Bushland (Irr),LSD(0.05),497
GY,SRPN,2008,Bushland (Irr),Replications,3
GY,SRPN,2008,Chillicothe,Mean,2466.4
GY,SRPN,2008,Chillicothe,CV,13.1
GY,SRPN,2008,Chillicothe,LSD(0.05),528
GY,SRPN,2008,Chillicothe,Replications,3
GY,SRPN,2008,Clovis (Dry),Mean,2970
GY,SRPN,2008,Clovis (Dry),CV,26.8
GY,SRPN,2008,Clovis (Dry),LSD(0.05),900
GY,SRPN,2008,Clovis (Dry),Replications,3
GY,SRPN,2008,Clovis (Irr),Mean,3884
GY,SRPN,2008,Clovis (Irr),CV,20.2
GY,SRPN,2008,Clovis (Irr),LSD(0.05),1283
GY,SRPN,2008,Clovis (Irr),Replications,3
GY,SRPN,2008,Farmington (Irr),Mean,8105
GY,SRPN,2008,Farmington (Irr),CV,15.9
GY,SRPN,2008,Farmington (Irr),LSD(0.05),1827
GY,SRPN,2008,Farmington (Irr),Replications,4
GY,SRPN,2008,Goodwell (Irr),Mean,2406.6
GY,SRPN,2008,Goodwell (Irr),CV,20.6
GY,SRPN,2008,Goodwell (Irr),LSD(0.05),810
GY,SRPN,2008,Goodwell (Irr),Replications,3
GY,SRPN,2008,Hobbart,Mean,3303.3
GY,SRPN,2008,Hobbart,CV,17.5
GY,SRPN,2008,Hobbart,LSD(0.05),957
GY,SRPN,2008,Hobbart,Replications,3
GY,SRPN,2008,Stillwater,Mean,4638.6
GY,SRPN,2008,Stillwater,CV,8.1
GY,SRPN,2008,Stillwater,LSD(0.05),615
GY,SRPN,2008,Stillwater,Replications,3
GY,SRPN,2008,Lahoma,Mean,4211.5
GY,SRPN,2008,Lahoma,CV,8.5
GY,SRPN,2008,Lahoma,LSD(0.05),582
GY,SRPN,2008,Lahoma,Replications,3
GY,SRPN,2008,Hays,Mean,4171.4
GY,SRPN,2008,Hays,CV,7.1
GY,SRPN,2008,Hays,LSD(0.05),479.0
GY,SRPN,2008,Hays,Replications,3
GY,SRPN,2008,Winfield,Mean,2843.5
GY,SRPN,2008,Winfield,CV,8.8
GY,SRPN,2008,Winfield,LSD(0.05),410
GY,SRPN,2008,Winfield,Replications,3
GY,SRPN,2008,Wichita,Mean,5335
GY,SRPN,2008,Wichita,CV,9.6
GY,SRPN,2008,Wichita,LSD(0.05),1019
GY,SRPN,2008,Wichita,Replications,2
GY,SRPN,2008,Salina,Mean,3787
GY,SRPN,2008,Salina,CV,7.0
GY,SRPN,2008,Salina,LSD(0.05),434
GY,SRPN,2008,Salina,Replications,3
GY,SRPN,2008,Colby,Mean,3398
GY,SRPN,2008,Colby,CV,7.4
GY,SRPN,2008,Colby,LSD(0.05),411
GY,SRPN,2008,Colby,Replications,3
GY,SRPN,2008,Fort Collins (Irr),Mean,3198.0
GY,SRPN,2008,Fort Collins (Irr),CV,18.6
GY,SRPN,2008,Fort Collins (Irr),LSD(0.05),973
GY,SRPN,2008,Fort Collins (Irr),Replications,3
GY,SRPN,2008,Akron,Mean,3350.2
GY,SRPN,2008,Akron,CV,20.1
GY,SRPN,2008,Akron,LSD(0.05),1096
GY,SRPN,2008,Akron,Replications,3
GY,SRPN,2008,Julesburg,Mean,4427.8
GY,SRPN,2008,Julesburg,CV,8.8
GY,SRPN,2008,Julesburg,LSD(0.05),638
GY,SRPN,2008,Julesburg,Replications,3
GY,SRPN,2008,Burlington,Mean,3695.8
GY,SRPN,2008,Burlington,CV,14.5
GY,SRPN,2008,Burlington,LSD(0.05),878
GY,SRPN,2008,Burlington,Replications,3
GY,SRPN,2008,Lincoln,Mean,4653
GY,SRPN,2008,Lincoln,CV,13.5
GY,SRPN,2008,Lincoln,LSD(0.05),1026
GY,SRPN,2008,Lincoln,Replications,3
GY,SRPN,2008,Clay Center,Mean,3818
GY,SRPN,2008,Clay Center,CV,16.6
GY,SRPN,2008,Clay Center,LSD(0.05),1025
GY,SRPN,2008,Clay Center,Replications,3
GY,SRPN,2008,North Platte,Mean,5433
GY,SRPN,2008,North Platte,CV,9.8
GY,SRPN,2008,North Platte,LSD(0.05),866
GY,SRPN,2008,North Platte,Replications,3
GY,SRPN,2008,Sidney,Mean,4254
GY,SRPN,2008,Sidney,CV,14.2
GY,SRPN,2008,Sidney,LSD(0.05),986
GY,SRPN,2008,Sidney,Replications,3
GY,SRPN,2008,Alliance,Mean,3305
GY,SRPN,2008,Alliance,CV,14.2
GY,SRPN,2008,Alliance,LSD(0.05),768
GY,SRPN,2008,Alliance,Replications,3
GY,SRPN,2008,Brookings,Mean,5593
GY,SRPN,2008,Brookings,CV,5.8
GY,SRPN,2008,Brookings,LSD(0.05),629
GY,SRPN,2008,Brookings,Replications,2
GY,SRPN,2008,Dakota Lakes,Mean,3768
GY,SRPN,2008,Dakota Lakes,CV,10.5
GY,SRPN,2008,Dakota Lakes,LSD(0.05),794
GY,SRPN,2008,Dakota Lakes,Replications,2
GY,SRPN,2008,Winner,Mean,4360
GY,SRPN,2008,Winner,CV,17.9
GY,SRPN,2008,Winner,LSD(0.05),1564
GY,SRPN,2008,Winner,Replications,2
GY,SRPN,2008,Crawfordsville,Mean,2294
GY,SRPN,2008,Crawfordsville,CV,25.9
GY,SRPN,2008,Crawfordsville,LSD(0.05),1188
GY,SRPN,2008,Crawfordsville,Replications,2
GY,SRPN,2008,Pine Bluff,Mean,2191
GY,SRPN,2008,Pine Bluff,CV,12.0
GY,SRPN,2008,Pine Bluff,LSD(0.05),429
GY,SRPN,2008,Pine Bluff,Replications,3
GY,SRPN,2008,Columbia,Mean,3066
GY,SRPN,2008,Columbia,CV,6.6
GY,SRPN,2008,Columbia,LSD(0.05),328
GY,SRPN,2008,Columbia,Replications,3
GY,NRPN,2009,Linn,Mean,4151
GY,NRPN,2009,Linn,CV,13.0
GY,NRPN,2009,Linn,LSD(0.05),896
GY,NRPN,2009,Linn,MSE,300955
GY,NRPN,2009,Linn,Replications,3
GY,NRPN,2009,Goodland,Mean,3908
GY,NRPN,2009,Goodland,CV,4.7
GY,NRPN,2009,Goodland,LSD(0.05),301
GY,NRPN,2009,Goodland,MSE,33982
GY,NRPN,2009,Goodland,Replications,3
GY,NRPN,2009,Lincoln,Mean,4569
GY,NRPN,2009,Lincoln,CV,15.9
GY,NRPN,2009,Lincoln,LSD(0.05),1189
GY,NRPN,2009,Lincoln,MSE,529962
GY,NRPN,2009,Lincoln,Replications,3
GY,NRPN,2009,North Platte,Mean,4542
GY,NRPN,2009,North Platte,CV,13.7
GY,NRPN,2009,North Platte,LSD(0.05),1015
GY,NRPN,2009,North Platte,MSE,386148
GY,NRPN,2009,North Platte,Replications,3
GY,NRPN,2009,Alliance,Mean,5686
GY,NRPN,2009,Alliance,CV,11.9
GY,NRPN,2009,Alliance,LSD(0.05),1103
GY,NRPN,2009,Alliance,MSE,456233
GY,NRPN,2009,Alliance,Replications,3
GY,NRPN,2009,Sidney,Mean,4895
GY,NRPN,2009,Sidney,CV,8.3
GY,NRPN,2009,Sidney,LSD(0.05),667
GY,NRPN,2009,Sidney,MSE,166944
GY,NRPN,2009,Sidney,Replications,3
GY,NRPN,2009,Brookings,Mean,4725
GY,NRPN,2009,Brookings,CV,8.9
GY,NRPN,2009,Brookings,LSD(0.05),683
GY,NRPN,2009,Brookings,MSE,175105
GY,NRPN,2009,Brookings,Replications,3
GY,NRPN,2009,Winner,Mean,4320
GY,NRPN,2009,Winner,CV,11
GY,NRPN,2009,Winner,LSD(0.05),793
GY,NRPN,2009,Winner,MSE,235627
GY,NRPN,2009,Winner,Replications,3
GY,NRPN,2009,Williston,Mean,3019
GY,NRPN,2009,Williston,CV,8.3
GY,NRPN,2009,Williston,LSD(0.05),354
GY,NRPN,2009,Williston,MSE,62493.4
GY,NRPN,2009,Williston,Replications,4
GY,NRPN,2009,Prosper,Mean,3155
GY,NRPN,2009,Prosper,CV,8.9
GY,NRPN,2009,Prosper,LSD(0.05),564
GY,NRPN,2009,Prosper,MSE,79551
GY,NRPN,2009,Prosper,Replications,2
GY,NRPN,2009,Moccasin,Mean,2832
GY,NRPN,2009,Moccasin,CV,9.9
GY,NRPN,2009,Moccasin,LSD(0.05),460
GY,NRPN,2009,Moccasin,MSE,79515.717
GY,NRPN,2009,Moccasin,Replications,3
GY,NRPN,2009,Bozeman,Mean,5603
GY,NRPN,2009,Bozeman,CV,5.0
GY,NRPN,2009,Bozeman,LSD(0.05),461
GY,NRPN,2009,Bozeman,MSE,79689
GY,NRPN,2009,Bozeman,Replications,3
GY,NRPN,2009,Pine Bluff,Mean,3910
GY,NRPN,2009,Pine Bluff,CV,16.7
GY,NRPN,2009,Pine Bluff,LSD(0.05),1069
GY,NRPN,2009,Pine Bluff,MSE,428823
GY,NRPN,2009,Pine Bluff,Replications,3
GY,SRPN,2009,Bushland (Dry),Mean,992
GY,SRPN,2009,Bushland (Dry),CV,15.1
GY,SRPN,2009,Bushland (Dry),LSD(0.05),244
GY,SRPN,2009,Bushland (Dry),MSE,22350.22
GY,SRPN,2009,Bushland (Dry),Replications,3
GY,SRPN,2009,Bushland (Irr),Mean,3005
GY,SRPN,2009,Bushland (Irr),CV,12.8
GY,SRPN,2009,Bushland (Irr),LSD(0.05),629
GY,SRPN,2009,Bushland (Irr),MSE,148317.92
GY,SRPN,2009,Bushland (Irr),Replications,3
GY,SRPN,2009,Stillwater,Mean,2641
GY,SRPN,2009,Stillwater,CV,16.8
GY,SRPN,2009,Stillwater,LSD(0.05),724
GY,SRPN,2009,Stillwater,MSE,196821.57
GY,SRPN,2009,Stillwater,Replications,3
GY,SRPN,2009,Goodwell (Irr),Mean,4819
GY,SRPN,2009,Goodwell (Irr),CV,8.5
GY,SRPN,2009,Goodwell (Irr),LSD(0.05),675
GY,SRPN,2009,Goodwell (Irr),MSE,170702.8
GY,SRPN,2009,Goodwell (Irr),Replications,3
GY,SRPN,2009,Lahoma,Mean,2835
GY,SRPN,2009,Lahoma,CV,10.5
GY,SRPN,2009,Lahoma,LSD(0.05),489
GY,SRPN,2009,Lahoma,MSE,89558.11
GY,SRPN,2009,Lahoma,Replications,3
GY,SRPN,2009,Hobbart,Mean,1784
GY,SRPN,2009,Hobbart,CV,14.4
GY,SRPN,2009,Hobbart,LSD(0.05),417
GY,SRPN,2009,Hobbart,MSE,65180.13
GY,SRPN,2009,Hobbart,Replications,3
GY,SRPN,2009,Salina,Mean,3594
GY,SRPN,2009,Salina,CV,9.9
GY,SRPN,2009,Salina,LSD(0.05),581
GY,SRPN,2009,Salina,MSE,126632.39
GY,SRPN,2009,Salina,Replications,3
GY,SRPN,2009,Hays,Mean,3512
GY,SRPN,2009,Hays,CV,7.2
GY,SRPN,2009,Hays,LSD(0.05),419
GY,SRPN,2009,Hays,MSE,65810.21
GY,SRPN,2009,Hays,Replications,3
GY,SRPN,2009,Colby,Mean,4969
GY,SRPN,2009,Colby,CV,8.8
GY,SRPN,2009,Colby,LSD(0.05),715
GY,SRPN,2009,Colby,MSE,191897.6
GY,SRPN,2009,Colby,Replications,3
GY,SRPN,2009,Garden City,Mean,2986
GY,SRPN,2009,Garden City,CV,12.9
GY,SRPN,2009,Garden City,LSD(0.05),631
GY,SRPN,2009,Garden City,MSE,149159
GY,SRPN,2009,Garden City,Replications,3
GY,SRPN,2009,Columbia,Mean,3150
GY,SRPN,2009,Columbia,CV,9.0
GY,SRPN,2009,Columbia,LSD(0.05),464
GY,SRPN,2009,Columbia,MSE,80808
GY,SRPN,2009,Columbia,Replications,3
GY,SRPN,2009,Fort Collins,Mean,4539
GY,SRPN,2009,Fort Collins,CV,12.0
GY,SRPN,2009,Fort Collins,LSD(0.05),892
GY,SRPN,2009,Fort Collins,MSE,298226
GY,SRPN,2009,Fort Collins,Replications,3
GY,SRPN,2009,Walsh,Mean,1550
GY,SRPN,2009,Walsh,CV,17.9
GY,SRPN,2009,Walsh,LSD(0.05),466
GY,SRPN,2009,Walsh,MSE,81457.76
GY,SRPN,2009,Walsh,Replications,3
GY,SRPN,2009,Akron,Mean,5933
GY,SRPN,2009,Akron,CV,17.8
GY,SRPN,2009,Akron,LSD(0.05),1738
GY,SRPN,2009,Akron,MSE,1132605.5
GY,SRPN,2009,Akron,Replications,3
GY,SRPN,2009,Julesburg,Mean,6096
GY,SRPN,2009,Julesburg,CV,5.5
GY,SRPN,2009,Julesburg,LSD(0.05),542
GY,SRPN,2009,Julesburg,MSE,110172.4
GY,SRPN,2009,Julesburg,Replications,3
GY,SRPN,2009,Burlington,Mean,4379
GY,SRPN,2009,Burlington,CV,11.3
GY,SRPN,2009,Burlington,LSD(0.05),818
GY,SRPN,2009,Burlington,MSE,250625.2
GY,SRPN,2009,Burlington,Replications,3
GY,SRPN,2009,Clay Center,Mean,3384
GY,SRPN,2009,Clay Center,CV,5.7
GY,SRPN,2009,Clay Center,LSD(0.05),319
GY,SRPN,2009,Clay Center,MSE,38206.13
GY,SRPN,2009,Clay Center,Replications,3
GY,SRPN,2009,Lincoln,Mean,5226
GY,SRPN,2009,Lincoln,CV,13.6
GY,SRPN,2009,Lincoln,LSD(0.05),1162
GY,SRPN,2009,Lincoln,MSE,506059.6
GY,SRPN,2009,Lincoln,Replications,3
GY,SRPN,2009,North Platte,Mean,4808
GY,SRPN,2009,North Platte,CV,7.7
GY,SRPN,2009,North Platte,LSD(0.05),605
